ItemID	Accessories Included	Accessory Type	Bag Color	Bag Depth	Bag Height	Bag Length	Bag Material	Bag Width	Ball Valve Lockout Type	Base Clamping Unit Height	Base Clamping Unit Material	Blocking Arm Height	Blocking Arm Material	Blocking Arm Size	Blocking Arm Width	Blockout Height	Body Color	Body Depth	Body Height	Body Material	Body Width	Box Color	Box Depth	Box Height	Box Interior Features	Box Material	Box Width	Cabinet Color	Cabinet Depth	Cabinet Finish/Coating	Cabinet Height	Cabinet Interior Features	Cabinet Material	Cabinet Type	Cabinet Width	Cable & Chain Lockouts Included	Cable Color	Cable Diameter	Cable Finish/Coating	Cable Length	Cable Lockout Type	Cable Material	Circuit Breaker Lockout Type	Clear Window?	Cleat Depth	Cleat Height	Cleat Width	Color	Component Type	Cylinder Valve Lockout Type	Depth	Device Types in Kit	Door Type	Electrical Lockouts Included	Enables Industry Compliance	Finish/Coating	Fittings Accommodated	Fuse Size	Gate Valve Lockout Type	Group Lockout Boxes Included	Handle Thickness	Handle/Toggle Width	Hanging Hardware Included?	Hasp Body Color	Hasp Depth	Hasp Height	Hasp Material	Hasp Type	Hasp Width	Hasps Included	Height	High-visibility?	Hose Lockout Type	Includes	Inside Jaw Size	Installation Tool Required?	Label Language	Label Message	Labeled?	Labels Included	Lockable?	Lockout Box Color	Lockout Box Depth	Lockout Box Height	Lockout Box Material	Lockout Box Type	Lockout Box Width	Lockout Color	Lockout Depth	Lockout Diameter	Lockout Height	Lockout Length	Lockout Material	Lockout Size	Lockout Type	Lockout Width	Manuals & Training Materials Included	Material	Maximum Cord Diameter	Maximum Handle Thickness	Maximum Handle Width	Maximum Number of Padlocks	Maximum Number of Padlocks Attached	Maximum Number of Padlocks Stored	Maximum Pipe Diameter	Maximum Plug Diameter	Maximum Plug Length	Maximum Plug Size	Maximum Service Temperature	Maximum Shackle Diameter	Maximum Stem Diameter	Maximum Switch Width	Maximum Valve Size	Minimum Pipe Diameter	Minimum Service Temperature	Minimum Stem Diameter	Minimum Valve Size	Non-conductive Cable?	Non-conductive?	Number of Jaws	Number of Loops	Open or Closed Valve?	Padlocks Included	Pipe Diameter Range	Plug Lockout Type	Plug Voltage	Reverse Label Message	Rising Stem Knockout Hole Diameter	Risk Type	Service Temperature Range	Single-pole Lockout Type	Station Color	Station Depth	Station Features	Station Height	Station Material	Station Width	Steel Type	Stem Diameter Range	Storage Container Color	Storage Container Depth	Storage Container Finish/Coating	Storage Container Height	Storage Container Language	Storage Container Material	Storage Container Type	Storage Container Width	Tags Included	Thread Type	Title	Tool Color	Training Material Type	Type	Valve Lockouts Included	Valve Size Range	Valve Stem Hole Size	Valve Wheel Diameter	Video Format	Video Length	Voltage	Wall Switch Type	Width	With Cable?
Y407280	(1) Cleat for 480/600 V Clamp-On Lockout(1) Cleat for 120/277 V Clamp-On Lockout																																																			Electrical Risk & Mechanical Risk Lockouts		(1) 110 V Electrical Plug, (1) 120/277 V Clamp-On Breaker Lockout with Cleats, (1) Wall Switch Lockout(1) 120 V Snap-On Breaker Lockout, (1) 480/600 V Clamp-On Breaker Lockout with Cleats(1) Oversized Breaker Lockout, (1) Universal Multi-Pole Breaker Lockout																																																																					(6) Keyed-Different Safety Padlocks																	Black on Yellow	6 in	Powder-Coated	16 in	English	Metal	Cabinet-Style Wall-mounted Station	14 in	(12) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout(1) 1 in to 2-1/2 in Gate Valve Lockout									
Y407313																	Red	1.78 in	4 in	Fiberglass Reinforced Nylon																	Red	1/16 in	Vinyl	8 ft	Retractable	Steel													ANSI Z244, OSHA 29 CFR 1910.147																					Tool Not Required	English	DANGER	Label Attached																							6								0.31 in								Cable Not Non-Conductive											Mechanical Risk																																		With Cable
Y407860																																																							ANSI Z244, OSHA 29 CFR 1910.147																						English	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Red	2.99 in			7 in	Polypropylene	7 x 6.69 x 2.99 in		6.69 in			0.5 in			1								0.36 in															Plug-Encasing	220/500 V			Electrical Risk																																		
Y41972																																																																Red			Aluminum	Snap-In				Not High-Visibility							No Label Attached																							6																	Not Non-Conductive	1									Mechanical Risk																																		
Y427839																																																				Mechanical Risk Lockouts																		(1) Hasp																																																					(1) Padlock																	Black on Yellow				English		Open-front Wall-mounted Station		(2) Tags															
Y555152																																																																																																																																	Electrical Risk																																		
Y555153																																																							ANSI Z244, OSHA 29 CFR 1910.147																																																																										Mechanical Risk																												1 to 2.5 in						
Y555154																																																																																																																														120 V			Electrical Risk																																		
Y561614																																																																										(1) DVD, (1) Training seminar taught by Brady representative																																																																												Lockout/Tagout Awareness Seminar Package		Video						DVD	60 min				
Y563031																																																																																																																														120 V			Electrical Risk																																		
Y61989																						Blue				Metal																																																																														13																																																											
Y67315																																																							ANSI Z244, OSHA 29 CFR 1910.147																		Airline Regulator															Red	1.54 in	1.35 in			Aluminum/Fiberglass Reinforced Nylon									1								0.15 in																			Mechanical Risk																																		
Y67513		Circuit Tester																																														Yellow																																																																																																																			
Y67521																																																				Electrical Risk Lockouts		(1) 277 V "No Hole" Circuit Breaker Lockout, (1) Small Red Plug Lockout(1) Universal Multi-Pole Breaker Lockout																(1) Red Labeled Lockout Hasp																																																					(1) 2 in Blue Padlock																	Black	2 in		4-3/4 in	English	Nylon	Bag	7-1/2 in	(2) Heavy Duty Lockout Tags															
Y434809																																												Clear Window											ANSI Z244, OSHA 29 CFR 1910.147	Powder-coated																					English	LOCK BOX LOCKOUT FOR SAFETY				Blue	3-1/2 in	6 in	Steel	Portable	9 in																13	40																																		Heavy-duty															Group Lockout Box										
Y434818																																																																																																																																																									Group Lockout Box										
Y491758	(1) Medium Lockout Toolbox																																			(1) All Purpose Cable Lockout																Mechanical Risk Lockouts																		(3) 1 in Group Lockout Hasps																																																																						Black/Red	7.3 in	Nickel-plated (Clasps)	7.8 in	English	Polyethylene	Box	16.2 in	(3) Heavy Duty Lockout Tags with Nylon Cable Ties						(1) 1/2 in to 2-1/2 in Small Ball Valve Lockouts(1) 1 in to 2-1/2 in Gate Valve Lockout, (1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout									
Y528287																																												Clear Window											OSHA 29 CFR 1910.147ANSI Z244	Powder-coated																					English	GROUP LOCK BOX LOCK OUT FOR SAFETY BEFORE YOU START				White on Red	11.8 in	6.34 in	Steel	Portable	2.67 in																17	50																																		Heavy-duty															Group Lockout Box										
Y528303																																																							OSHA 29 CFR 1910.147ANSI Z244	Rust-Proof Plating, Vinyl-Coated								Red	0.224 in	4.372 in	Steel	Scissor-Action with Interlocking Tabs	1.575 in			Not High-Visibility			0.984 in				No Label Attached																							6								0.335 in									Not Non-Conductive	1									Mechanical Risk																																		
Y555155																																																																																																																																	Electrical Risk																																		
Y561613																																																																										(1) Training seminar taught by Brady representative(1) VHS																																																																												Lockout/Tagout Awareness Seminar Package		Video						VHS	60 min				
Y563034									Fits over Handle																																														ANSI Z244, OSHA 29 CFR 1910.147	Powder-coated															3.7 in																	Red					Steel																				1 in				1/4 in		Not Non-Conductive			Closed							Mechanical Risk																										1/4 to 1 in							3.1 in	
Y563040																																																																																																																																	Electrical Risk																																		
Y563056																																											Single-Pole																																																																																						Electrical Risk		Clamp-On																													120/277 V			
Y58112																																																																Red			Aluminum	Snap-In				Not High-Visibility							Label Attached																																								Non-Conductive										Mechanical Risk																																		
Y67396																																																				Electrical Risk Lockouts		(1) Electrical Lockout Starter Kit																																																																																																													
Y67398																																																				Mechanical Risk Lockouts																																																																																																						Valve Lockout Kit									
Y67520																						Gray	6-1/2 in	5-1/4 in	Removable Tray	Copolymer Resin	14 in																																																																																																																																								
Y67522																																																																																																																																												Black	2 in		4-3/4 in	English	Nylon	Bag	7-1/2 in																
Y67524																													4 in		23 in			Cabinet	19 in																		Transparent																								English	LOCKOUT STATION	No Label Attached		Lockable																																																																																		
Y67547																																					Silver	1/8 in	Galvanized	8 ft		Steel																																																																													Not Non-Conductive		Unlooped								Mechanical Risk																																		
Y67613																																											Single-Pole												ANSI Z244, OSHA 29 CFR 1910.147							0.574 in																										Red	2.175 in		3.253 in		Polypropylene	3.253 x 1.588 x 2.175 in		1.588 in														9/32 in																			Electrical Risk		Clamp-on																													480/600 V			
Y407278	(2) 120/277 V Clamp-On Breaker Lockouts with Cleats(2) 480/600 V Clamp-On Breaker Lockouts with Cleats																																			(1) Mini Cable Lockout																Electrical Risk Lockouts		(1) 110 V Electrical Plug Lockout, (2) 120 V Snap-On Breaker Lockouts, (2) Universal Multi-Pole Breaker Lockouts(1) 3-in-1 Electrical Plug Lockout, (1) Oversized Breaker Lockout(1) Large Fuse Blockout, (1) Small Fuse Blockout(1) Wall Switch Lockout																(2) Labeled Lockout Hasps																																																					(6) Steel Padlocks																	Red on White	4 in		18 in	English	Polystyrene	Open-Front Wall-mounted Station	12 in	(12) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties															
Y41977																																																																Red			Aluminum					Not High-Visibility					English	DO NOT OPERATE	Label Attached																																								Non-Conductive										Mechanical Risk																																		
Y434808																																												Clear Window											ANSI Z244, OSHA 29 CFR 1910.147	Powder-coated																					English	LOCK BOX LOCKOUT FOR SAFETY				Red	3-1/2 in	6 in	Steel	Portable	9 in																13	40																																		Heavy-duty															Group Lockout Box										
Y434811																																												Clear Window											ANSI Z244, OSHA 29 CFR 1910.147	Powder-coated																					Spanish	CAJA DE TRABAS TRABADO DE SEGURIDAD				Red	3-1/2 in	6 in	Steel	Portable	9 in																13	40																																		Heavy-duty															Group Lockout Box										
Y463393	(1) Nylon Carrying Case																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Mechanical Risk Lockouts																																																																							(2) Keyed-Different Safety Padlocks																	White on Red	3 in		8 in	English	Nylon	Bag	7 in	(2) Heavy Duty Reusable Lockout Tags						(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout									
Y463394	(1) Nylon Carrying Case																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Mechanical Risk Lockouts																																																																							(2) Keyed-Different Steel Padlocks																	White on Red	3 in		8 in	English	Nylon	Bag	7 in	(2) Heavy Duty Reusable Lockout Tags						(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout									
Y489255																						Black/Red	7.3 in	7.8 in	Removable Tray	Polypropylene/Steel	16.2 in																																																																																																																																								
Y67600																																																							ANSI Z244, OSHA 29 CFR 1910.147	Vinyl-CoatedRust-Proof Plating								Red	0.35 in	4.5 in	Steel	Scissor-Action	1.58 in			Not High-Visibility			0.85 in				No Label Attached																							6								0.5 in									Not Non-Conductive	1									Mechanical Risk																																		
Y67601																																																							ANSI Z244, OSHA 29 CFR 1910.147	Vinyl-CoatedRust-Proof Plating								Red	0.35 in	4.5 in	Steel	Scissor-Action	1.58 in			Not High-Visibility			0.85 in				No Label Attached																							6								0.5 in									Not Non-Conductive	1									Mechanical Risk																																		
Y67614																																																																																																																							Not Non-Conductive										Mechanical Risk																																		
Y67619	(1) Cleat 277 General Use, (1) Cleat 480/600 General Use																																																			Electrical Risk Lockouts		(1) Small Brady Plug Lockout(2) 480/600 V "No Hole" Lockouts, (3) Universal Multi-Pole Lockouts(3) 277 V "No Hole" Lockouts, (3) Wall Switch Lockouts																																																																																						Black	2 in		4-3/4 in	English	Nylon	Bag	7-1/2 in																
Y67706																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Red		13.96 in	3 in		Polypropylene	13.96 x 15.95 x 3 in		15.95 in						1							+80 °C	3/8 in					-20 °C													4.11 in	Mechanical Risk	-20 to +80 °C																											10 to 13 in						
Y67709									Fits over Handle																																																																															Red					Steel																				1 in				1/4 in		Not Non-Conductive			Closed							Mechanical Risk																										1/4 to 1 in								
Y67716																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Blue		5.2 in	2 in		Polypropylene	5.2 x 7.28 x 2 in		7.28 in						1							+80 °C	3/8 in					-20 °C													1.75 in	Mechanical Risk	-20 to +80 °C																											2.5 to 5 in						
Y67717																																																							ANSI Z244OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Blue		6.75 in	2.38 in		Polypropylene	6.75 x 8.82 x 2.38 in		8.82 in						1							+80 °C	3/8 in					-20 °C													2.5 in	Mechanical Risk	-20 to +80 °C																											5 to 6.5 in						
Y491774	(1) Cleat for 480/600 V Clamp-On Breaker Lockout, Nylon Cable Tie(1) Cleat for 120/277 V Clamp-On Breaker Lockout																																																			Electrical Risk Lockouts		(1) 480/600 V Clamp-On Breaker Lockout(1) Universal Multi-Pole Breaker Lockout(1) 120/277 V Clamp-On Breaker Lockout																(2) 1 in Group Lockout Hasps																																																																						Black on Red	2 in		4-3/4 in	English	Nylon	Bag	7-1/2 in	(2) Heavy Duty Lockout Tags															
Y528291																																												Clear Window											ANSI Z244OSHA 29 CFR 1910.147	Powder-coated																					English	GROUP LOCK BOX LOCK OUT FOR SAFETY BEFORE YOU START				White on Red	15 in	9 in	Steel	Portable	9 in																34	125																																		Heavy-duty															Group Lockout Box										
Y528302																																												Clear Window											ANSI Z244OSHA 29 CFR 1910.147	Powder-coated																		(15) Key Pegs, ID Labels, Mounting Hardware			English	GROUP LOCK BOX				Yellow on Red	2-1/4 in	7 in	Steel	Wall Mount	16 in																12																																																		Group Lockout Box										
Y528304																																																							ANSI Z244, OSHA 29 CFR 1910.147	Vinyl-CoatedRust-Proof Plating								Red	0.224 in	4.97 in	Steel	Scissor-Action with Interlocking Tabs	1.575 in			Not High-Visibility			1.484 in				No Label Attached																							6								0.335 in									Not Non-Conductive	1									Mechanical Risk																																		
Y555126																																											Single-Pole																																																																																						Electrical Risk		Clamp-On																													120/277 V			
Y563035																																																																			Metal					Not High-Visibility			1 in				No Label Attached																																								Not Non-Conductive	1									Mechanical Risk																																		
Y58111																																																																Red			Aluminum	Snap-In				Not High-Visibility							Label Attached																																								Non-Conductive										Mechanical Risk																																		
Y67274																																																							OSHA 29 CFR 1910.147ANSI Z244		1/2 in, 1/4 in3/8 in																Pneumatic Quick Disconnect															Red	0.83 in				Fiberglass Reinforced Nylon									1								0.31 in																			Mechanical Risk																																		
Y67719																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Blue		13.96 in	3 in		Polypropylene	13.96 x 15.95 x 3 in		15.95 in						1							+80 °C	3/8 in					-20 °C													4.11 in	Mechanical Risk	-20 to +80 °C																											10 to 13 in						
Y67720																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Yellow		2.78 in	1.41 in		Polypropylene	2.78 x 4.72 x 1.41 in		4.72 in						1							+80 °C	3/8 in					-20 °C													0.75 in	Mechanical Risk	-20 to +80 °C																											1 to 2.5 in						
Y67721																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Yellow		5.2 in	2 in		Polypropylene	5.2 x 7.28 x 2 in		7.28 in						1							+80 °C	3/8 in					-20 °C													1.75 in	Mechanical Risk	-20 to +80 °C																											2.5 to 5 in						
Y67725																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Green		2.78 in	1.41 in		Polypropylene	2.78 x 4.72 x 1.41 in		4.72 in						1							+80 °C	3/8 in					-20 °C													0.75 in	Mechanical Risk	-20 to +80 °C																											1 to 2.5 in						
Y67837			Black on Yellow			18 in	Canvas	9-3/4 in																																																																					English	LOCKOUT FOR SAFETY																																																			Mechanical Risk																																		
Y67870																																																							ANSI Z244OSHA 29 CFR 1910.147	Anodized								Silver	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y67871																																																							ANSI Z244, OSHA 29 CFR 1910.147	Anodized								Blue	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y491781	Nylon Cable Tie(1) Cleat for 120/277 V Clamp-On Breaker Lockout(1) Cleat for 480/600 V Clamp-On Breaker Lockout																																																			Electrical Risk & Mechanical Risk Lockouts		(1) Universal Multi-Pole Breaker Lockout(1) Small 110 V Electrical Plug Lockout(1) 120/277 V Clamp-On Breaker Lockout																(2) 1 in Lockout Hasps																																																																						Black, Red	5.5 in	Nickel-plated (Clasps)	7.1 in	English	Polypropylene	Box	14 in	(2) Heavy Duty Lockout Tags						(1) 1 in to 2-1/2 in Gate Valve Lockout(1) 1-1/2 in to 2-1/2 in Small Ball Valve Lockout									
Y491782	(1) Cleat for 120/277 V Clamp-On Breaker Lockout(1) Cleat for 480/600 V Clamp-On Breaker LockoutNylon Cable Tie																																																			Electrical Risk & Mechanical Risk Lockouts		(1) 120/277 V Clamp-On Breaker Lockout, (1) Small 110 V Electrical Plug Lockout(1) Universal Multi-Pole Breaker Lockout																(2) 1 in Lockout Hasps																																																					(2) Keyed-Alike Safety Padlocks																	Black, Red	5.5 in	Nickel-plated (Clasps)	7.1 in	English	Polypropylene	Box	14 in	(2) Heavy Duty Lockout Tags						(1) 1 in to 2-1/2 in Gate Valve Lockout(1) 1-1/2 in to 2-1/2 in Small Ball Valve Lockout									
Y528307																																																							ANSI Z244OSHA 29 CFR 1910.147	Polyester-Coated								Red	0.268 in	4.311 in	Aluminum	Scissor-Action	1.516 in			Not High-Visibility			0.961 in				No Label Attached																							6								0.394 in									Not Non-Conductive	1									Mechanical Risk																																		
Y528308																																																							ANSI Z244, OSHA 29 CFR 1910.147	Polyester-Coated								Red	0.268 in	4.936 in	Aluminum	Scissor-Action	1.516 in			Not High-Visibility			1.457 in				No Label Attached																							6								0.394 in									Not Non-Conductive	1									Mechanical Risk																																		
Y563033																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Red		2.78 in	1.41 in		Polypropylene	2.78 x 4.72 x 1.41 in		4.72 in						1							+80 °C	3/8 in					-20 °C													0.75 in	Mechanical Risk	-20 to +80 °C																											1 to 2.5 in						
Y563036																																											Single-Pole																																																																																						Electrical Risk		Clamp-On																													120/277 V			
Y67314																																																							ANSI Z244, OSHA 29 CFR 1910.147																		Airline Regulator															Red	1.54 in	1.35 in			Aluminum/Fiberglass Reinforced Nylon									1								0.15 in																			Mechanical Risk																																		
Y67395																																																				Electrical Risk Lockouts		(1) Electrical Power Kit																																																																																												Bag																	
Y67523																																																																													English	LOCKOUT STATION	Label Attached																																																					Red on White	3 in	Hooks	12 in		18 in																										
Y67525																													4 in		23 in			Cabinet	19 in																		Transparent																								English	LOCKOUT STATION	No Label Attached		Lockable																																																																																		
Y67528																																																				Electrical Risk & Mechanical Risk Lockouts		(25) Lockout Tags(1) Small Plug Lockout																(5) Labeled Lockout Hasps										(10) Lockout Signs																																											(9) 1-3/4 in x 1-1/2 Blue Padlocks, (9) 3 in x 1-1/2 in Blue Padlocks																	Red on White	4 in		19 in	English		Cabinet-Style Wall-mounted Station	23 in							(1) Large Lockout Ball Valve, (1) Small Lockout Ball Valve, (2) 1 in to 2-1/2 in Gate Valves(2) 2-1/2 in to 5 in Gate Valves									
Y67548																																					Silver	1/8 in	Galvanized	10 ft		Steel																																																																													Not Non-Conductive		Unlooped								Mechanical Risk																																		
Y67612																																											Single-Pole												ANSI Z244OSHA 29 CFR 1910.147							0.445 in																										Red	0.65 in		2.205 in		Polypropylene	2.205 x 0.95 x 0.65 in		0.95 in														9/32 in																			Electrical Risk		Clamp-On																													120/277 V			
Y67620		Lockout Cleat																																											0.19 in	2 in	1.13 in	Red																																																		Polypropylene																																																														480/600 V			
Y67519																																																				Electrical Risk & Mechanical Risk Lockouts		(1) Wall Switch Lockout(1) Universal Multi-Pole Lockout(1) 277 V "No Hole" Lockout, (1) 480/600 V "No Hole" Lockout																(1) Labeled Lockout Hasp																																																					(1) 3/4 in Blue Padlock(1) 2 in Blue Padlock																	Gray	6-1/2 in		5-1/4 in	English	Copolymer Resin	Box	14 in	(5) Lockout Tags						(1) 1 in to 2-1/2 in Gate Valve Lockout(1) Small Ball Valve Lockout									
Y67527																																																				Electrical Risk & Mechanical Risk Lockouts																		(5) Labeled Lockout Hasps										(10) Lockout Signs																																											(18) 1-3/4 in x 1-1/2 in Blue Padlocks																	White				English		Cabinet-Style Wall-mounted Station		(25) Lockout Tags						(1) Large Lockout Ball Valve, (1) Small Lockout Ball Valve, (2) 1 in to 2-1/2 in Gate Valves, (2) 2-1/2 in x 5 in Gate Valves									
Y67611																																																							ANSI Z244, OSHA 29 CFR 1910.147																								No Label Attached									Red	1 in		3.56 in		Polypropylene			1.42 in														0.31 in		1.16 in																	Electrical Risk																																Toggle		
Y67702																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Red		2.78 in	1.41 in		Polypropylene	2.78 x 4.72 x 1.41 in		4.72 in						1							+80 °C	3/8 in					-20 °C													0.75 in	Mechanical Risk	-20 to +80 °C																											1 to 2.5 in						
Y67703																																																							ANSI Z244OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Red		5.2 in	2 in		Polypropylene	5.2 x 7.28 x 2 in		7.28 in						1							+80 °C	3/8 in					-20 °C													1.75 in	Mechanical Risk	-20 to +80 °C																											2.5 to 5 in						
Y67726																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Green		5.2 in	2 in		Polypropylene	5.2 x 7.28 x 2 in		7.28 in						1							+80 °C	3/8 in					-20 °C													1.75 in	Mechanical Risk	-20 to +80 °C																											2.5 to 5 in						
Y67727																																																							OSHA 29 CFR 1910.147ANSI Z244				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Green		6.75 in	2.38 in		Polypropylene	6.75 x 8.82 x 2.38 in		8.82 in						1							+80 °C	3/8 in					-20 °C													2.5 in	Mechanical Risk	-20 to +80 °C																											5 to 6.5 in						
Y67704																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Red		6.75 in	2.38 in		Polypropylene	6.75 x 8.82 x 2.38 in		8.82 in						1							+80 °C	3/8 in					-20 °C													2.5 in	Mechanical Risk	-20 to +80 °C																											5 to 6.5 in						
Y67715																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Blue		2.78 in	1.41 in		Polypropylene	2.78 x 4.72 x 1.41 in		4.72 in						1							+80 °C	3/8 in					-20 °C													0.75 in	Mechanical Risk	-20 to +80 °C																											1 to 2.5 in						
Y67723																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Yellow		10.52 in	3 in		Polypropylene	10.52 x 12.53 x 3 in		12.53 in						1							+80 °C	3/8 in					-20 °C													3.52 in	Mechanical Risk	-20 to +80 °C																											6.5 to 10 in						
Y67769									Fits over Handle																																														ANSI Z244, OSHA 29 CFR 1910.147																3.7 in																	Red					Nylon							3/4 in	1-1/2 in	8							+120 °C	9/32 in			1 in		-30 °C		1/4 in		Not Non-Conductive			Closed							Mechanical Risk	-30 to +120 °C																									1/4 to 1 in							3.1 in	
Y67788									Fits over Handle																																														ANSI Z244, OSHA 29 CFR 1910.147	Powder-coated															3.86 in																	Red					Steel							1-1/4 in	1-9/10 in	7							+175 °C	3/8 in			3 in		-35 °C		1-1/4 in		Not Non-Conductive			Closed							Mechanical Risk	-35 to +175 °C																									1-1/4 to 3 in							4.96 in	
Y67829																																																Red							ANSI Z244, OSHA 29 CFR 1910.147			13/32 in																															36.5 mm			53 mm			Fuse Lockout	15.4 mm		ABS																															Electrical Risk																																		
Y67834																																																				Electrical Risk Lockouts		(6) 227 V "No Hole" Breaker Lockouts(1) Small Brady Plug Lockout, (6) Universal Multi-Pole Breaker Lockouts(1) Large Brady Plug Lockout, (6) Single-Pole Breaker Lockouts, (6) Wall Switch Lockouts																(3) Red Labeled Lockout Hasps																																																					(2) 2 in Blue Padlocks(2) 3/4 in Blue Padlocks																	Black on Yellow	18 in		9-3/4 in	English	Canvas	Bag		(10) Lockout Tags															
Y67875																																											Single-Pole												ANSI Z244, OSHA 29 CFR 1910.147							0.574 in																										Red	2.175 in		3.253 in		Polypropylene	3.253 x 1.588 x 2.175 in		1.588 in														9/32 in																			Electrical Risk		Clamp-on																													480/600 V			
Y67877																																																							ANSI Z244, OSHA 29 CFR 1910.147																								No Label Attached									Yellow		5.06 in		12.5 in	Polypropylene	12.5 x 6.31 in		6.31 in			1.46 in							4-1/2 in	10-3/20 in	10-3/20 x 4-1/2 in		0.39 in															Plug-encasing				Electrical Risk																																		
Y67881																																																							ANSI Z244OSHA 29 CFR 1910.147	Anodized								Blue	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y68376																																																																																																														3/8 in									Not Non-Conductive										Mechanical Risk																																		
Y68377									Fits over Handle																																																																																																								3 in				1.25 in		Not Non-Conductive										Mechanical Risk																										1.25 to 3 in								
Y69016		Lockout Cleat																																																																																																																																																														277 V			
Y69333																																											Single-Pole																																													Red					Polyethylene																																				Electrical Risk		Snap-On																																
Y69335																																																																																															Fuse Blockout																																		Electrical Risk																																		
Y780330																																											Single-Pole																																																																																						Electrical Risk		Clamp-On																													480/600 V			
Y67728																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Green		10.52 in	3 in		Polypropylene	10.52 x 12.53 x 3 in		12.53 in						1							+80 °C	3/8 in					-20 °C													3.52 in	Mechanical Risk	-20 to +80 °C																											6.5 to 10 in						
Y67729																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Green		13.96 in	3 in		Polypropylene	13.96 x 15.95 x 3 in		15.95 in						1							+80 °C	3/8 in					-20 °C													4.11 in	Mechanical Risk	-20 to +80 °C																											10 to 13 in						
Y67774																																												No Clear Window											OSHA 29 CFR 1910.147ANSI Z244																						English	LOCK BOX LOCK OUT FOR SAFETY				Yellow	230 mm	150 mm		Portable	88 mm																																																																		Group Lockout Box										
Y67775																																																							ANSI Z244, OSHA 29 CFR 1910.147																								No Label Attached									Red	0.734 in			1.76 in	ABS, Brass (Cylinder)	1.76 x 1.083 x 0.734 in		1.083 in																													Prong-Covering with Key				Electrical Risk																																		
